year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,yt_views,yt_video_id,lastfm_playcount,lastfm_listeners
1987,no,Norway,Kate Gulbrandsen,Mitt liv,9.0,,1.0,,9.0,65.0,,,,,,,,,,https://www.youtube.com/watch?v=pSvYltrdjQk,111247.0,pSvYltrdjQk,6994.0,1188.0
1987,pt,Portugal,Nevada,Neste barco à vela,18.0,,8.0,,18.0,15.0,,,,,,,,,,https://www.youtube.com/watch?v=UyhUVdyoT60,541.0,UyhUVdyoT60,591.0,181.0
1987,es,Spain,Patricia Kraus,No estás solo,19.0,,9.0,,19.0,10.0,,,,,,,,,,https://www.youtube.com/watch?v=ycBzrFnEg5k,5770.0,ycBzrFnEg5k,1902.0,536.0
1987,se,Sweden,Lotta Engberg,Boogaloo,12.0,,6.0,,12.0,50.0,,,,,,,,,,https://www.youtube.com/watch?v=L66vx-ZqVZE,3236.0,L66vx-ZqVZE,2224.0,476.0
1987,ch,Switzerland,Carole Rich,Moitié moitié,17.0,,22.0,,17.0,26.0,,,,,,,,,,https://www.youtube.com/watch?v=FBkFNO6qmxs,1765.0,FBkFNO6qmxs,212.0,41.0
1987,tr,Turkey,Seyyal Taner & Lokomotif,Şarkım Sevgi Üstüne,22.0,,10.0,,22.0,0.0,,,,,,,,,,https://www.youtube.com/watch?v=3FO42hqJXHQ,19565.0,3FO42hqJXHQ,113.0,28.0
1987,gb,United Kingdom,Rikki,Only the Light,13.0,,14.0,,13.0,47.0,,,,,,,,,,https://www.youtube.com/watch?v=v2r3HDMadzI,4882.0,v2r3HDMadzI,1358.0,320.0
1987,yu,Yugoslavia,Novi Fosili,Ja sam za ples,4.0,,21.0,,4.0,92.0,,,,,,,Rajko Dujmić,Stevo Cvikić,"Ja sam za ples\n\nI wanna dance, oh…\nJa sam za ples, oh yeah\n\nU nekom bistrou tu kod nas na moru\nJa pila sam sok\nA tamo za barom, u džuboksu starom\nSu svirali rok\n\nOdjednom se stvori, ja čujem govori:\n""This is okay"" (""This is okay"")\nPogled mi sretne, i kaže mi hej\n\nČujem nešto kao: ""Do you wanna dance?""\nMislim da me pita da li sam za ples\n(I wanna dance) Oh…\nJa sam za ples, oh yeah\n\nČujem nešto kao: ""Do you wanna dance?""\nMislim da me pita da li sam za ples\n(I wanna dance) Oh…\nJa sam za ples, oh yeah\n\nI wanna dance, oh…\nJa sam za ples, oh yeah\n\nU nekom bistrou tu kod nas na moru\nJa pila sam sok\nA dolje na plaži, su momci na gaži\nSvirali rok\n\nI opet se stvori, ja čujem govori:\n""This is okay"" (""This is okay"")\nPogled mi sretne, i kaže mi hej\n\nČujem nešto kao: ""Do you wanna dance?""\nMislim da me pita da li sam za ples\n(I wanna dance) Oh…\nJa sam za ples, oh yeah\n\nČujem nešto kao: ""Do you wanna dance?""\nMislim da me pita da li sam za ples\n(I wanna dance) Oh…\nJa sam za ples, oh yeah\nI wanna dance, oh…\nJa sam za pleѕ, oh yeah\nI wanna dаnce",https://youtube.com/watch?v=YVbLLwD5OUs,31867.0,YVbLLwD5OUs,31689.0,5152.0
1988,at,Austria,Wilfried,", Mona Lisa",21.0,,12.0,,21.0,0.0,,,,,,,Klaus Kofler;Ronnie Herboltzheimer;Wilfried Scheutz,,"Lisa, Mona Lisa\n\nSie schläft bei Tag und tanzt bei Nacht\nIch hör' sie weinen, wenn sie lacht\nUnd sie lacht immer wieder\n\nSie sieht bei Nacht und braucht kein Licht\nSie malt sich Märchen ins Gesicht\nUnd sie lacht, lacht mich nieder\n\nIrgendwann lern' ich dann, sie zu sehen\nIrgendwann fang' ich an\nKann ich hinter ihre Farben seh'n?\n\n(Lisa, Mona Lisa)\n(Lisa, Mona Lisa)\n\nSie lügt, doch sie belügt mich nicht\nSie trägt ihr Leben im Gesicht, und sie lebt\n\nIrgendwo ist sie so schwer zu sehen\nIrgendwo bin ich froh\nManchmal ihre Träume zu verstehen\n\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nSie taumelt durch die Glitzerstadt\nSucht einen, der ein Lächeln hat für sie\nIrgendwie\n\nUnd irgendwie mag ich sie\nUnd irgendwie lieb' ich sie\nUnd irgendwann werd' ich sie auch versteh'n\n\nWhoa...\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nLisa, Mona Lisa\nLisa, Mona Lisa\n\nLisa, oh Mona Lisa\nLisa, (Mona Liѕа)",https://youtube.com/watch?v=1fKcQb3ZEG4,46294.0,1fKcQb3ZEG4,,
1988,be,Belgium,Reynaert,Laissez briller le soleil,18.0,,16.0,,18.0,5.0,,,,,,,Dany Willem;Joseph Reynaerts,Philippe Anciaux;Joseph Reynaerts,"Laissez briller le soleil\n\nOoh... des milliards d'humains sur terre\nCherchent la lumière\nBrûler des feux de l'enfer\n\nOoh... leurs idées qu'on assassine\nDans des camps, dans des mines\nEmprisonner le soleil\n\nOoh... moi, je sais que ça fait mal\nOoh... tu vois tout n'est pas normal\n\nOoh... dans les rues et dans les gares\nLe fond du désespoir\nDe ceux qui ont froid l'hiver\n\nOoh... et tous ces mioches qu'on mutile\nPour mendier l'inutile\nQue pensent-ils du soleil?\n\nOoh... moi, je sais que ça fait mal\nOoh... tu vois tout n'est pas normal\n\nOoh... que ferons-nous de la terre\nS'il n'y reste que des pierres\nA lancer dans l'univers?\n\nOoh... si nos folies meurtrières\nPouvaient enfin se taire\nLaissez briller le soleil\n\nWhoa... le soleil\nLaissez briller le soleil\n(Oui, le soleil)\nLaissez briller le soleil\n(Oui, le soleil)\nLаissez briller le ѕoleil",https://youtube.com/watch?v=lIYv5QJA9Os,17011.0,lIYv5QJA9Os,1342.0,252.0
1988,dk,Denmark,Kirsten & Søren,Ka' du se hva' jeg sa'?,3.0,,13.0,,3.0,92.0,,,,,,,Søren Bundgaard,Keld Heick,"Ka' du se hva' jeg sa'?\n\nKender du mon typen\nDer ved alt med sikkerhed\nOg som godt ka' li' at trampe på dig\nNår du ligger ned\nHan fløjter, hvis det viser sig at fejlen, den er din\nSå si'r han hover'nde, og brandirriter'nde\nMed sit fjollede grin:\n\nKa' du se hva' jeg sa'?\nGi'r du mig ret eller hva'?\nOg hvem var så klogest af os to?\nKa' du se hva' jeg sa'?\nMåske du hel're sku' ta'\nAt høre lidt på mig, vil jeg påstå\nDet' ikk' fordi jeg ka' li' at gi' mig\nDen ros, jeg syn's, jeg fortjener\nMen ka' du se hva' jeg sa'?\nJeg tror i hvert fald, jeg gav dig ret\nHvis bar' du var mig\n\nJeg ska' nok la' vær', at nævne navnene på no'en\nMen du ved vel nok\nJeg tænker på en helt bestemt person\nDet' en du kender tem'lig godt\nOg med en smule held\nSå må du ku' gæt' det\nOg er det den rette\nSå ka' du si' til dig selv:\n\nKa' du se hva' jeg sa'?\nGi'r du mig ret eller hva'?\nOg hvem var så klogest af os to?\nKa' du se hva' jeg sa'?\nMåske du hel're sku' ta'\nAt høre lidt på mig, vil jeg påstå\nDet' ikk' fordi jeg ka' li' at gi' mig\nDen ros, jeg syn's, jeg fortjener\nMen ka' du se hva' jeg sa'?\nJeg tror i hvert fald, jeg gav dig ret\nHvis bar' du var mig\n\nDu går som i trance\nOg får du din chance\nSå ved jeg med garanti\nAt jeg bli'r den lille\nFor så vil du drille mig og si'\n(Vil du drille og drille), så vil jeg si':\n\nKa' du se hva' jeg sa'?\nGi'r du mig ret eller hva'?\nOg hvem var så klogest af os to?\nKa' du se hva' jeg sa'?\nMåske du hel're sku' ta'\nAt høre lidt på mig, vil jeg påstå\nDet' ikk' fordi jeg ka' li' at gi' mig\nDen ros, jeg syn's, jeg fortjener\nMen ka' du se hva' jeg sa'?\nJeg tror i hvert fald, jeg gav dig ret\nHviѕ bar' du vаr mig",https://youtube.com/watch?v=iOAnJN8CMww,99296.0,iOAnJN8CMww,52.0,11.0
1988,fi,Finland,Boulevard,Nauravat silmät muistetaan,20.0,,3.0,,20.0,3.0,,,,,,,Pepe Willberg,Kirsti Willberg,"Nauravat silmät muistetaan\n\nPäivien pyörteissä\nToisien joukossa helppo on kulkea yksin\nIhmistenkuoria, tyhjiä kohdata vaan\nOutoja ilmeitä, kylmiä katseita\nMuutamat ilmeettä aivan\nKulkevat, katsovat, tuskinpa kuulevatkaan\n\nAstutaan ulos kuoresta uuteen maisemaan\nAvataan korvat kuulemaan, rohkeesti vaan rentoudutaan\nHeitetään turha jännitys pois ja nauretaan\nNauravat silmät muistetaan\nIlmeikkäät vaan huomioidaan\n\nIhmistenkuorista, vanhoista nuorista, kaikki on toisinaan yksin\nKaikkien huolia ystävyys helpottaa voi\nHauskoja ilmeitä, helliä katseita, uusia tuulia aivan\nKatsovat, kuulevat, naurussaan riemu jo soi\n\nAstutaan ulos kuoresta uuteen maisemaan\nAvataan korvat kuulemaan, rohkeesti vaan rentoudutaan\nHeitetään turha jännitys pois ja nauretaan\nNauravat silmät muistetaan\nIlmeikkäät vaan huomioidaan\n\nHeitetään turha jännitys pois ja nauretaan\nNauravat silmät muistetaan\nIlmeikkäät vaan huomioidaan\nNauravat silmät muiѕtetaan\nIlmeikkäät vaan huomioidaаn",https://youtube.com/watch?v=C7Mp87bUKzE,1551.0,C7Mp87bUKzE,3432.0,701.0
1988,fr,France,Gérard Lenorman,Chanteur de charme,10.0,,19.0,,10.0,64.0,,,,,,,Gérard Lenorman,Claude Lemesle;Gérard Lenorman,"Chanteur de charme\n\nBesoin d'entendre des chansons tendres d'écolier\nDes mots qui dansent sur du papier\nBesoin de croire toutes ces histoires de trois fois rien\nQui riment mal, qui font du bien\n\nRien n'a jamais empêché qu'on les mette en musique\nCes clichés rabâchés, sentiments romantiques\n\nChanteur de charme\nC'est beau, c'est grand, c'est merveilleux\nChanteur de charme, chanteur de charme\n\nChemin d'automne, passions d'été, couleurs du temps\nSoleil d'hiver, pluie de printemps\nL'histoire des hommes – les rois, les fous, les conquérants\nCherchaient la Belle au bois dormant\n\nTiens, des pianos, clair de lune, qui se balade en prose\nEt mon cœur à la une qui bêtement se propose\n\nChanteur de charme\nC'est beau, c'est grand, c'est merveilleux\nChanteur de charme qui fait s'aimer les amoureux\n\nDans le vacarme de nos cités, je faiѕ un vœu\nChanteur de charme, chanteur de charme\n\nChanteur de charme, chanteur de chаrme",https://youtube.com/watch?v=uy2FT0avgGo,83651.0,uy2FT0avgGo,1952.0,531.0
1988,de,Germany,Maxi & Chris Garden,Lied für einen Freund,14.0,,11.0,,14.0,48.0,,,,,,,Ralph Siegel,Gunter Johansen,"Lied für einen Freund\n\nHier ist ein Lied für dich, hör einfach zu\nDenn diese Melodie ist so wie du\nHör zu\n\nEhrlich und gradheraus, zärtlich und klug\nFröhlich und still zugleich und stark genug\n\nDenn so bist du, wie dieses Lied für einen Freund\nEin Lied wie du, so wie du lebst und wie du träumst\nWenn du es hörst irgendwo\nDu fehlst mir so\n\nFreunde gehn nie zu früh, sie enttäuschen dich nie\nFreunde bleiben, wenn niemand sonst bleibt\nTeilen Glück und auch Leid\n\nFür dich ist dieses Lied, das ist nicht viel\nDoch wenn dаs Lied verklingt, bleibt ein Gefühl\n\nDenn so bist du, wie dieses Lied für einen Freund\nEin Lied wie du, so wie du lebst und wie du träumst\nWenn du es hörst irgendwo\nDu fehlst mir ѕo",https://youtube.com/watch?v=jTzWGNIQ_Nc,15704.0,jTzWGNIQ_Nc,2568.0,663.0
1988,gr,Greece,Aphroditi Fryda,Kloun,17.0,,14.0,,17.0,10.0,,,,,,,Dimitris Sakislis,,"Kloun\n\nEna tsirko xana pula sti nihta ti hara\nKe san proti skini o clown pezi ti zoi\nSinergia, kako, oli etho zun se pireto\nFota ke musiki, o hronos yinete stigmi\n\nClown, clown, ime o clown\nClown, clown, ime o clown\nHa ha ha ha…\n\nClown, clown, ime o clown\nClown, clown, ime o clown\nHa ha ha ha…\n\nTraguthao, yelo, kleo ke paramilo\nKano tubes poles, se mimume an thes\nM' oti kano yelun, oli me hirokrotun\nMa pos eho karthia, to xerun ke ta pethia\n\nClown, clown, ime o clown\nClown, clown, ime o clown\nHa ha ha ha…\n\nClown, clown, ime o clown\nClown, clown, ime o clown\nHa ha ha ha…\n\nKi otan tha'rthun stigmes horis pia theates\nPanda ego tha yelo, klegondaѕ tha tragutho\n\nClown, clown, ime o clown\nClown, clown, ime o clown\nHa ha ha ha…\n\nClown, clown, ime o clown\nClown, clown, ime o clown\nHa ha ha hа…",https://youtube.com/watch?v=HfUAlWFF8Rg,142249.0,HfUAlWFF8Rg,685.0,207.0
1988,is,Iceland,Beathoven,Sókrates,16.0,,1.0,,16.0,20.0,,,,,,,Sverrir Stormsker,,"Sókrates\n\nÉg dái Debussy, ég dýrka Tjækovský\nOg Einar Ben og Beethoven og Gunnar Thoroddsen\n\nÉg tilbið Harold Lloyd, ég tilbið Sigmund Freud\nOg John Wayne og Mark Twain og þig og Michael Caine\n\nSyngjum öllum Sókrates, sálarinnar Herkúles\nUm alla þá sem allir þrá\nOg allir dýrka og dá\n\nÉg syng um Kólumbus og Sólon Islandus\nOg Mendelssohn og Paul og John\nOg Jón Pál Sigmarsson\n\nSyngjum öllum Sókrates, sálarinnar Herkúles\nUm alla þá sem allir þrá\nOg allir dýrka og dá\n\nHej… syngjum öllum Sókrates, sálarinnar Herkúles\nUm þá sem ѕpá en einkum þá\nSem fallnir eru frá\n\nLalalala lalala… lalalala lalala…\nLalalala… lalalala…\nLalala lalala…\n\nDýrkа og dá",https://youtube.com/watch?v=IgpAVZ-0EV4,47303.0,IgpAVZ-0EV4,416.0,132.0
1988,ie,Ireland,Jump the Gun,Take Him Home,8.0,,10.0,,8.0,79.0,,,,,,,Peter Eades,,"Take Him Home\n\nSo much to do, so little time\nYou ask me, can I change the world?\nAnd then, for everybody's sake\nWhat are the changes I would make?\nAnd you can dream, dream on, my friend\nYou have the right\nThere is something we can do\nSomething we can do, it's so easy\n\nIf I light a candle for everybody I know\nI could see forever down that long, long road\n\nSo if you meet somebody, it might be someone I know\nBrother, if he needs you, take him home\n\nYou can look him in the eye and hold out your hand\nTell him you're a brother and he'll understand\n\nSo if you meet somebody, it might be someone I know\nBrother, if he needs you…\nBrother, if he needs you, take him home\n\nSo if you meet somebody, it might be someone I know\nBrother, if he needs you…\nBrother, if he needs you…\nBrother, if he needs you, take him home\n\nBrother, if he needѕ you, tаke him home",https://youtube.com/watch?v=dMXggK8o3fA,32443.0,dMXggK8o3fA,1017.0,292.0
1988,il,Israel,Yardena Arazi,Ben Adam,7.0,,8.0,,7.0,85.0,,,,,,,Boris Dimitstein,Ehud Manor,"Ben Adam\n\nBen adam hu rak basar vadam\nAvak poreach bamidbar\nBen adam, bederech ha'olam\nKetsel over, kacheres hanishbar\n\nAdam hu rak adam verov yamav leilot\nVe'ein adam mushlam bechol hama'alot\nAz ten lo lachalom veten lo neshima\nTen leShem, ten leCham, ten leYefet nechama\n\nAl tachbid yadcha alav veten tikva\nVe'al tadun oto tamid lechaf chova\nKi adam hu adam hu adam\nHu rak adam\n\nBen adam ne'or uchvar nirdam\nYamav ktsarim, sofam atsuv\nBen adam oreach ba'olam\nBa me'afar ule'afar yashuv\n\nAdam hu rak adam verov yamav leilot\nVe'ein adam mushlam bechol hama'alot\nAz ten lo lachalom veten lo neshima\nTen leShem, ten leCham, ten leYefet nechama\n\nAl tachbid yadcha alav veten tikva\nVe'al tadun oto tamid lechaf chova\nKi adam hu adam hu adam\nHu rak adam\n\nHu lo yilmad lanetsach\nHu shocheach le'ehov\nHu lo yode'a sheyomo karov\n\nKi adam hu rak adam verov yamav leilot\nVe'ein adam mushlam bechol hama'alot\nAz ten lo lachalom veten lo neshima\nTen leShem, ten leCham, ten leYefet nechama\n\nAl tachbid yadcha alav veten tikva\nVe'al tadun oto tamid lechaf chova\nKi adam hu adam hu adam\nHu rak adam\n\nAdam hu rak adam verov yamav leilot\nVe'ein adam mushlam bechol hama'alot\nAz ten lo lachalom veten lo neѕhima\nTen leShem, ten leCham, ten leYefet nechama\n\nAl tachbid yadcha alav veten tikva\nVe'al tadun oto tamid lechaf chova\nKi adam hu adam hu adam\nHu rak adаm",https://youtube.com/watch?v=aCF07NS6P5I,153333.0,aCF07NS6P5I,1653.0,244.0
1988,it,Italy,Luca Barbarossa,Ti scrivo,12.0,,18.0,,12.0,52.0,,,,,,,Luca Barbarossa,,"Ti scrivo\n\nScusa se ti scrivo\nMa sai con le parole\nNon sempre si riesce\nA dire quello che si vuole\n\nSarà per timidezza\nPer paura di sentire\nTroppo chiaramente\nQuello che ci fa soffrire\n\nScusa se ti scrivo\nNon ci siamo più sentiti\nPer non correre il pericolo\nDi sorprenderci feriti\n\nChissà per quante volte\nSenza neanche rendercene conto\nAvremo camminato\nA pochi metri in pieno centro\n\nScusa se ti scrivo\nMa adesso cosa mi rimane\nUn pugno di ricordi\nUna foto col tuo nome\n\nScritto nella neve\nMentre guardi verso l'obiettivo\nE coi tuoi occhi mi sorridi\nE mi fai sentire vivo\nVivo, vivo, vivo, vivo, vivo\nAnche senza te\nE troverò un motivo\nPer continuare a vivere\nVivere\n\nScusa se ti scrivo\nMa sai non c'è poesia\nA dire che ti amo\nSulla tua segreteria\n\nSarò rimasto indietro\nMa quello che ho nel cuore\nNon voglio che su un nastro\nSi possa cancellare\n\nScusa se ti scrivo\nMa dimmi cosa mi rimane\nParlare dei ricordi\nE giocare col tuo nome\n\nScritto sopra un muro\nSenza neanche un buon motivo\nÈ soltanto che a gridarlo\nMi fa sentire vivo\nVivo, vivo, vivo, vivo, vivo\nAnche ѕenza te\nE troverò un motivo\nPer continuare а vivere\nVivere, vivere",https://youtube.com/watch?v=R9WeTphAYQE,2542.0,R9WeTphAYQE,624.0,131.0
1988,lu,Luxembourg,Lara Fabian,Croire,4.0,,17.0,,4.0,90.0,,,,,,,Jacques Cardona,Alain Garcia,"Croire\n\nNon, j'veux pas chanter sur des mots qui pleurent\nComme le cri d'un violon trop noir\nNous, on voit la vie avec les yeux du cœur\nRien nous empêchera d'y croire\n\nCroire au nouveau monde qu'on a dans la tête\nCroire en nous pour changer demain\nCroire même aux mensonges si ça les arrête\nCroire aux lignes de nos mains\n\nCroire au ciel inondé d'oiseaux\nCroire encore à l'espace de tes bras\nCroire à la couleur de ta peau\nCroire qu'on marchera plus au pas\n\nCroire au temps quand on a vingt ans\nCroire qu'on peut construire sur un sol volcan\nCroire qu'on peut crier au fou\n\nQuand on a l'аmour en nouѕ",https://youtube.com/watch?v=fk1OKOuTKy8,5113.0,fk1OKOuTKy8,15542.0,3184.0
1988,nl,Netherlands,Gerard Joling,Shangri-La,9.0,,7.0,,9.0,70.0,,,,,,,Peter de Wijn,,"Shangri-La\n\nLeven\nLiefde\n'k Ben op zoek naar Shangri-la\n\nIn een nacht van neon en de geur van schralend bier\nStaat daar een kamerscherm van rijstpapier\nDe wereld is wat iemand eigenlijk wil zien\nIn een jungle van beton voel je haast de liefde niet\n\nWie kan leven zonder liefde?\n'k Ben op zoek naar Shangri-la\nWie kan leven zonder liefde\n'k Ben op zoek naar Shangri-la\n\nJa, leef maar op gevoel\nJe dagen zonder doel\nTot morgen weer voorbij is\n\nLangs ieder flatgebouw\nZie ik een bamboetouw\nLeven zonder liefde\n'k Ben op zoek naar Shangri-la\n\nJa, leef maar op gevoel\nJe dromen zonder doel\nTot morgen weer voorbij iѕ\n\nLeven\nLiefde\n'k Ben op zoek naar Shangri-la\n\nLeven\nLiefde\n'k Ben op zoek naar Shangri-la\n'k Ben op zoek naar Shangri-lа",https://youtube.com/watch?v=Ta-bsI2L7oA,3223.0,Ta-bsI2L7oA,8782.0,1749.0
1988,no,Norway,Karoline Krüger,For vår jord,5.0,,15.0,,5.0,88.0,,,,,,,Erik Hillestad,Anita Skorgan,"For vår jord\n\nIngen vet hvem hun er\nIngen våger å gå for nær\nDer hun står med høye rop\nOg store øyne som aldri møter våre\nHun ser inn i glemte land\nMan tror hun mangler forstand\n\nHun er en av de som våker ved flammen (for vår jord)\nEn av de som holder grenene sammen (for vår jord)\nHun ser at jorden er vår mor\nStå vakt for vår jord\n\nAlle ser en annen vei\nPraten stilner, vi veksler blikk og smiler\nHennes skrik er uten hud\nFra jorden bringer hun bud\n\nHun er en av de som våker ved flammen (for vår jord)\nEn av de som holder grenene sammen (for vår jord)\n\nHun er en av de som kaver i strømmen (for vår jord)\nEn av de som aldri våkner av drømmen (for vår jord)\nHun ser at jorden er vår mor\n(Stå vakt) og la flammen få brenne\n(Stå vakt) samme hva ѕom vil hende\n(Stå vakt) Stå vаkt for vår jord",https://youtube.com/watch?v=XLHA8jaFX7M,67243.0,XLHA8jaFX7M,7168.0,1548.0
1988,pt,Portugal,Dora,Voltarei,18.0,,20.0,,18.0,5.0,,,,,,,José Calvário;José Niza,,"Voltarei\n\n(Voltarei p'ra ti)\n(Esperarei por ti)\n(Por te amar assim)\nVoltarás p'ra mim\n\nEsperarei por ti\nSofrerei por ti\nVoltarei por ti\nVamos jogar até ao fim\n\nVamos começar assim, é agora a minha vez\nEstou aqui e não me vês porque andas cego\nFingi que tenho outro amor para pôr no teu lugar\nAgora fico a ganhar por…\n\nDois a um sem ti\nMas fiquei sem ti\nPor te amar assim\nQuem ri melhor chora no fim\n\nO jogo já terminou, a noite também passou\nQuem perdeu ou quem ganhou, eu já esqueci\nAi, jogo de sorte e de azar, o amor é como o mar\nTem marés de ir e voltar e…\n\nEu voltarei p'ra ti\nVoltarei p'ra ti\nEsperarei por ti\nVoltarás p'ra mim\n\n(Eѕperarei por ti)\nSofrerei por ti\nVoltarei p'ra ti\nQuem ri melhor chora no fim\n\nVoltarei p'rа ti",https://youtube.com/watch?v=kZXzQtytpIU,19031.0,kZXzQtytpIU,1700.0,332.0
1988,es,Spain,La Década,La chica que yo quiero (Made in Spain),11.0,,6.0,,11.0,58.0,,,,,,,Enrique Peiró,Francisco Dondiego,"La chica que yo quiero (Made in Spain)\n\n¿Dónde está, al sur del paralelo cuatrotres\nLa chica más loca y más fría?\n¿Qué tendrá, que lleva de cabeza al que la ve\nCambiándole con su filosofía?\n\n'Made in Spain' tatuado en su piel\nCien mil watios de sol alumbrándome cada día\nMade in Spain, pasaporte especial\nElla es made in Spain , la mejor garantía\n\nPero yo, las horas de abstinencia estoy fatal\nTodas resultan tan frías\nY al final me gana con su vena natural\nSi yo estoy mal me da energía\n\nSu melena femenina, su corazón confidencial\nSus ojos mirando en estéreo\n¿Quién será? Nadie sabe quién\nLa chica que yo quiero, quiero 'made in Spain'\n\n'Made in Spain' tatuado en su piel\nCien mil watios de sol alumbrándome cada día\nMade in Spain, pasaporte especial\nElla es made in Spain , la mejor garantía\n\n(Made in Spain, ah…)\n¿Quién será? Nadie sabe quién\nLa chica que yo quiero, quiero 'made in Spain'\n\n'Made in Spain' tatuado en su piel\nCien mil watios de sol alumbrándome cada día\nMade in Spain, pasaporte especial\nElla eѕ made in Spain, la mejor garantía\n\nMade in Spain, Made in Spain, Made in Spаin",https://youtube.com/watch?v=vl4OK6LLkY8,130722.0,vl4OK6LLkY8,81.0,22.0
1988,se,Sweden,Tommy Körberg,Stad i ljus,12.0,,2.0,,12.0,52.0,,,,,,,Py Bäckman,,Stad i ljus\n\nMin resa var mot solen\nLångt bortom alla slutna rum\nDär allting är oändligt\nOch alla gränser har för evigt suddats ut\n\nJag ville se miraklet\nOch höra ord som föder liv\nBli buren av en styrka\nSom bara växer när jag anat mitt motiv\n\nStad i ljus i ett land utan namn\nGe mig liv där allting föds på nytt\n\nOch så när allt förändrats\nNär tiden inte längre finns\nSå ser jag oss tillsammans\nOch då är resans slut det enda som vi minns\n\nStad i ljus i ett land utan namn\nGe mig liv där allting föds på nytt\n\nStad i ljus i ett land utan namn\nGe… ge mig liv där аllting födѕ på nytt,https://youtube.com/watch?v=mH-_fbD4iOo,902.0,mH-_fbD4iOo,211960.0,32604.0
1988,ch,Switzerland,Céline Dion,Ne partez pas sans moi,1.0,,9.0,,1.0,137.0,,,,,,,Atilla Şereftuğ,Nella Martinetti,"Ne partez pas sans moi\n\nVous, qui cherchez l'étoile\nVous, qui vivez un rêve\nVous, héros de l'espace\nAu cœur plus grand que la terre\nVous, donnez-moi ma chance\nEmmenez-moi loin d'ici…\n\nNe partez pas sans moi\nLaissez-moi vous suivre\nVous, qui volez vers d'autres vies\nLaissez-moi vivre\n\nLa plus belle aventure\nLe plus beau voyage\nQui mène un jour\nSur des soleils, sur des planètes\nD'amour\n\nVous, les nouveaux poètes\nVous, les oiseaux magiques\nVous, vous allez peut-être\nTrouver de nouvelles musiques\nVous, donnez-moi ma chance\nJe veux chanter, moi aussi…\n\nNe partez pas sans moi\nLaissez-moi vous suivre\nVous qui volez vers d'autres vies\nLaissez-moi vivre\n\nLe bleu de l'infini\nLa joie d'être libre\nSur des rayons, sur des soleils\nSur des chansons, sur des merveilles\nEt dans un ciel\nD'amour\n\nLe bleu de l'infini\nLa joie d'être libre\nVous qui cherchez une autre vie\nVous qui volez vers l'an deux mille\nNe partez pas sаnѕ moi",https://youtube.com/watch?v=VXLWfXmlXPc,1890948.0,VXLWfXmlXPc,31841.0,4482.0
1988,tr,Turkey,MFÖ,Sufi,15.0,,5.0,,15.0,37.0,,,,,,,Fuat Güner;Mazhar Alanson;Özkan Uğur,Mazhar Alanson,"Sufi\n\nHey ya… hey ya, hey ya…\nHey ya… hey ya, hey ya…\n\nBir denize açılmış Sufi\nNe sonu var ne sahili\nAşka aşık olmuş o besbelli\nDeli mi divane mi?\n\nDance the dance of Sufi, Sufiya\nAşka aşık olmuş Sufi\nDance the dance of Sufi, Sufiya\n\nSufi, Sufi, Sufi, Sufi, Sufi…\nSufi, Sufi, Sufi, Sufi, Sufi…\n\nBu sesler, bu sözler bizim değil\nBunu aşıklar bilir\nGül de bir bize diken de bir\nBunu aşıklar bilir\n\nDance the dance of Sufi, Sufiya\nAşka aşık olmuş Sufi\nDance the dance of Sufi, Sufiya\n\nSufi, Sufi, Sufi, Sufi, Sufi…\nSufi, Sufi, Sufi, Sufi, Sufi…\nSufi, Sufi, Sufi, Sufi, Sufi…\n\nGülen bir dünya olmaz mi dersin?\nİnsan insanı sevmez mi Sufi?\n\nGül de bir bize diken de bir\nBunu aşıklar bilir\nBu sesler, bu ѕözler bizim değil\nBunu aşıklar bilir\n\nDance the dance of Sufi, Sufiya\n\nSufi, Sufi, Sufi, Sufi, Sufi…\nSufi, Sufi, Sufi, Sufi, Sufi…\nHey ya… hey ya, hey ya…\nHey ya… hey ya, hey ya…\nHey ya… hey ya, hey ya…\nSufi, Sufi, Sufi, Sufi, Sufi… hey ya, hey ya…\nSufi, Sufi, Sufi, Sufi, Sufi… hey ya, hey ya…\nSufi, Sufi, Sufi, Sufi, Sufi… hey ya, hey yа…",https://youtube.com/watch?v=mzs2dKLUskY,424056.0,mzs2dKLUskY,20840.0,4167.0
